"Module","Method","Route","Layer","Target","Method2","Repos","ReadTables","EmptyReads","WriteTables"
"committee","DELETE","/api/v1/committee/committees/:id/members/:memberId","SERVICE","CommitteeService","removeMember","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","GET","/api/v1/committee/consent/templates","HANDLER","ConsentTemplateRepository;ConsentVersionRepository","(controller)","ConsentTemplateRepository;ConsentVersionRepository","committee.consent_template_versions;committee.consent_templates;core.application_consents","committee.consent_template_versions;committee.consent_templates;core.application_consents","committee.consent_template_versions;committee.consent_templates"
"committee","GET","/api/v1/committee/consent/templates/:id","HANDLER","ConsentTemplateRepository;ConsentVersionRepository","(controller)","ConsentTemplateRepository;ConsentVersionRepository","committee.consent_template_versions;committee.consent_templates;core.application_consents","committee.consent_template_versions;committee.consent_templates;core.application_consents","committee.consent_template_versions;committee.consent_templates"
"committee","POST","/api/v1/committee/consent/templates","HANDLER","ConsentTemplateRepository;ConsentVersionRepository","(controller)","ConsentTemplateRepository;ConsentVersionRepository","committee.consent_template_versions;committee.consent_templates;core.application_consents","committee.consent_template_versions;committee.consent_templates;core.application_consents","committee.consent_template_versions;committee.consent_templates"
"committee","PUT","/api/v1/committee/consent/templates/:id","HANDLER","ConsentTemplateRepository;ConsentVersionRepository","(controller)","ConsentTemplateRepository;ConsentVersionRepository","committee.consent_template_versions;committee.consent_templates;core.application_consents","committee.consent_template_versions;committee.consent_templates;core.application_consents","committee.consent_template_versions;committee.consent_templates"
"committee","DELETE","/api/v1/committee/consent/templates/:id","HANDLER","ConsentTemplateRepository;ConsentVersionRepository","(controller)","ConsentTemplateRepository;ConsentVersionRepository","committee.consent_template_versions;committee.consent_templates;core.application_consents","committee.consent_template_versions;committee.consent_templates;core.application_consents","committee.consent_template_versions;committee.consent_templates"
"committee","GET","/api/v1/committee/consent/templates/:templateId/versions","HANDLER","ConsentVersionRepository","(controller)","ConsentVersionRepository","committee.consent_template_versions;committee.consent_templates;core.application_consents","committee.consent_template_versions;committee.consent_templates;core.application_consents","committee.consent_template_versions"
"committee","GET","/api/v1/committee/consent/versions/:id","HANDLER","ConsentVersionRepository","(controller)","ConsentVersionRepository","committee.consent_template_versions;committee.consent_templates;core.application_consents","committee.consent_template_versions;committee.consent_templates;core.application_consents","committee.consent_template_versions"
"committee","POST","/api/v1/committee/consent/templates/:templateId/versions","HANDLER","ConsentVersionRepository","(controller)","ConsentVersionRepository","committee.consent_template_versions;committee.consent_templates;core.application_consents","committee.consent_template_versions;committee.consent_templates;core.application_consents","committee.consent_template_versions"
"committee","PUT","/api/v1/committee/consent/versions/:id","HANDLER","ConsentVersionRepository","(controller)","ConsentVersionRepository","committee.consent_template_versions;committee.consent_templates;core.application_consents","committee.consent_template_versions;committee.consent_templates;core.application_consents","committee.consent_template_versions"
"committee","POST","/api/v1/committee/consent/versions/:id/approve","HANDLER","ConsentVersionRepository","(controller)","ConsentVersionRepository","committee.consent_template_versions;committee.consent_templates;core.application_consents","committee.consent_template_versions;committee.consent_templates;core.application_consents","committee.consent_template_versions"
"committee","POST","/api/v1/committee/consent/versions/:id/retire","HANDLER","ConsentVersionRepository","(controller)","ConsentVersionRepository","committee.consent_template_versions;committee.consent_templates;core.application_consents","committee.consent_template_versions;committee.consent_templates;core.application_consents","committee.consent_template_versions"
"committee","DELETE","/api/v1/committee/consent/versions/:id","HANDLER","ConsentVersionRepository","(controller)","ConsentVersionRepository","committee.consent_template_versions;committee.consent_templates;core.application_consents","committee.consent_template_versions;committee.consent_templates;core.application_consents","committee.consent_template_versions"
"committee","GET","/api/v1/committee/consent/application-consents/:applicationId","HANDLER","ApplicationConsentRepository","(controller)","ApplicationConsentRepository","committee.consent_review_comments;committee.consent_template_versions;committee.consent_templates;committee.review_assignments;core.application_consents;security.users","committee.consent_review_comments;committee.consent_template_versions;committee.consent_templates;core.application_consents","core.application_consents"
"committee","POST","/api/v1/committee/consent/application-consents","HANDLER","ApplicationConsentRepository","(controller)","ApplicationConsentRepository","committee.consent_review_comments;committee.consent_template_versions;committee.consent_templates;committee.review_assignments;core.application_consents;security.users","committee.consent_review_comments;committee.consent_template_versions;committee.consent_templates;core.application_consents","core.application_consents"
"committee","PUT","/api/v1/committee/consent/application-consents/:id/replace-version","HANDLER","ApplicationConsentRepository","(controller)","ApplicationConsentRepository","committee.consent_review_comments;committee.consent_template_versions;committee.consent_templates;committee.review_assignments;core.application_consents;security.users","committee.consent_review_comments;committee.consent_template_versions;committee.consent_templates;core.application_consents","core.application_consents"
"committee","PUT","/api/v1/committee/consent/application-consents/:id/required","HANDLER","ApplicationConsentRepository","(controller)","ApplicationConsentRepository","committee.consent_review_comments;committee.consent_template_versions;committee.consent_templates;committee.review_assignments;core.application_consents;security.users","committee.consent_review_comments;committee.consent_template_versions;committee.consent_templates;core.application_consents","core.application_consents"
"committee","GET","/api/v1/committee/consent/reviews/:applicationConsentId","HANDLER","ConsentReviewRepository","(controller)","ConsentReviewRepository","committee.consent_review_comments;security.users","committee.consent_review_comments","committee.consent_review_comments"
"committee","POST","/api/v1/committee/consent/reviews","HANDLER","ConsentReviewRepository","(controller)","ConsentReviewRepository","committee.consent_review_comments;security.users","committee.consent_review_comments","committee.consent_review_comments"
"committee","PUT","/api/v1/committee/consent/reviews/:id","HANDLER","ConsentReviewRepository","(controller)","ConsentReviewRepository","committee.consent_review_comments;security.users","committee.consent_review_comments","committee.consent_review_comments"
"committee","DELETE","/api/v1/committee/consent/reviews/:id","HANDLER","ConsentReviewRepository","(controller)","ConsentReviewRepository","committee.consent_review_comments;security.users","committee.consent_review_comments","committee.consent_review_comments"
"committee","GET","/api/v1/committee/ethics-risk/categories","REPOSITORY","EthicsRiskRepository","getRiskCategories","EthicsRiskRepository","committee.ethics_risk_assessments;security.users;committee.ethics_risk_items;safety.risk_categories;core.applications;core.projects","committee.ethics_risk_assessments;committee.ethics_risk_items;safety.risk_categories","committee.ethics_risk_assessments;committee.ethics_risk_items"
"committee","GET","/api/v1/committee/ethics-risk/application/:applicationId","REPOSITORY","EthicsRiskRepository","getAssessment","EthicsRiskRepository","committee.ethics_risk_assessments;security.users;committee.ethics_risk_items;safety.risk_categories;core.applications;core.projects","committee.ethics_risk_assessments;committee.ethics_risk_items;safety.risk_categories","committee.ethics_risk_assessments;committee.ethics_risk_items"
"committee","GET","/api/v1/committee/ethics-risk/my","REPOSITORY","EthicsRiskRepository","getAssessmentsByReviewer","EthicsRiskRepository","committee.ethics_risk_assessments;security.users;committee.ethics_risk_items;safety.risk_categories;core.applications;core.projects","committee.ethics_risk_assessments;committee.ethics_risk_items;safety.risk_categories","committee.ethics_risk_assessments;committee.ethics_risk_items"
"committee","POST","/api/v1/committee/ethics-risk/","REPOSITORY","EthicsRiskRepository","createAssessment","EthicsRiskRepository","committee.ethics_risk_assessments;security.users;committee.ethics_risk_items;safety.risk_categories;core.applications;core.projects","committee.ethics_risk_assessments;committee.ethics_risk_items;safety.risk_categories","committee.ethics_risk_assessments;committee.ethics_risk_items"
"committee","PUT","/api/v1/committee/ethics-risk/:id","REPOSITORY","EthicsRiskRepository","updateAssessment","EthicsRiskRepository","committee.ethics_risk_assessments;security.users;committee.ethics_risk_items;safety.risk_categories;core.applications;core.projects","committee.ethics_risk_assessments;committee.ethics_risk_items;safety.risk_categories","committee.ethics_risk_assessments;committee.ethics_risk_items"
"committee","DELETE","/api/v1/committee/ethics-risk/:id","REPOSITORY","EthicsRiskRepository","softDelete","EthicsRiskRepository","committee.ethics_risk_assessments;security.users;committee.ethics_risk_items;safety.risk_categories;core.applications;core.projects","committee.ethics_risk_assessments;committee.ethics_risk_items;safety.risk_categories","committee.ethics_risk_assessments;committee.ethics_risk_items"
"committee","POST","/api/v1/committee/ethics-risk/:assessmentId/items","REPOSITORY","EthicsRiskRepository","addRiskItem","EthicsRiskRepository","committee.ethics_risk_assessments;security.users;committee.ethics_risk_items;safety.risk_categories;core.applications;core.projects","committee.ethics_risk_assessments;committee.ethics_risk_items;safety.risk_categories","committee.ethics_risk_assessments;committee.ethics_risk_items"
"committee","PUT","/api/v1/committee/ethics-risk/items/:itemId","REPOSITORY","EthicsRiskRepository","updateRiskItem","EthicsRiskRepository","committee.ethics_risk_assessments;security.users;committee.ethics_risk_items;safety.risk_categories;core.applications;core.projects","committee.ethics_risk_assessments;committee.ethics_risk_items;safety.risk_categories","committee.ethics_risk_assessments;committee.ethics_risk_items"
"committee","DELETE","/api/v1/committee/ethics-risk/items/:itemId","REPOSITORY","EthicsRiskRepository","deleteRiskItem","EthicsRiskRepository","committee.ethics_risk_assessments;security.users;committee.ethics_risk_items;safety.risk_categories;core.applications;core.projects","committee.ethics_risk_assessments;committee.ethics_risk_items;safety.risk_categories","committee.ethics_risk_assessments;committee.ethics_risk_items"
"committee","GET","/api/v1/committee/meetings/committee/:committeeId","SERVICE","CommitteeService","getMeetings","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","POST","/api/v1/committee/meetings/","SERVICE","CommitteeService","createMeeting","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","POST","/api/v1/committee/meetings/:id/quorum","SERVICE","CommitteeService","getQuorum","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","GET","/api/v1/committee/meetings/:id","SERVICE","CommitteeService","getMeeting","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","GET","/api/v1/committee/meetings/:id/agenda","SERVICE","CommitteeService","getAgenda","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","POST","/api/v1/committee/meetings/:id/agenda","SERVICE","CommitteeService","createAgenda","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","POST","/api/v1/committee/meetings/:id/agenda/:agendaId/items","SERVICE","CommitteeService","addAgendaItem","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","GET","/api/v1/committee/meetings/:id/attendance","SERVICE","CommitteeService","getAttendance","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","POST","/api/v1/committee/meetings/:id/attendance","SERVICE","CommitteeService","addAttendance","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","GET","/api/v1/committee/meetings/:id/minutes","SERVICE","CommitteeService","getMinutes","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","POST","/api/v1/committee/meetings/:id/minutes","SERVICE","CommitteeService","createMinutes","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","PATCH","/api/v1/committee/meetings/:id/minutes/:minutesId/approve","SERVICE","CommitteeService","approveMinutes","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","POST","/api/v1/committee/meetings/:id","SERVICE","CommitteeService","updateMeeting","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
"committee","GET","/api/v1/committee/meetings/:id/committee-members","SERVICE","CommitteeService","getCommitteeMembers","ApplicationRepository;CommitteeRepository;DocumentRepository;MeetingRepository;MemberRepository;ReviewRepository;VotingRepository","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_member_roles;committee.committee_members;committee.committee_roles;committee.committee_types;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;core.projects;documents.document_classifications;documents.document_retention_rules;documents.document_signatures;documents.document_types;documents.documents;reference.application_statuses;security.institutions;security.users","committee.agenda_items;committee.committee_member_roles;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_scores","committee.agenda_items;committee.attendance_logs;committee.committee_meetings;committee.committee_members;committee.committees;committee.meeting_agendas;committee.meeting_minutes;committee.member_conflicts;committee.member_qualifications;committee.member_terms;committee.review_answers;committee.review_assignments;committee.review_comments;committee.review_forms;committee.review_questions;committee.review_recommendations;committee.review_scores;committee.votes;committee.voting_sessions;core.applications;documents.document_audit;documents.document_signatures;documents.documents"
